Date,LW_down,SW_down,T2m,Nao,GBI
1982-03-03,336.023705872746,199.0542916869568,265.32633513527617,0.796999991,5612.178705159762
1982-03-04,336.909288506356,197.72035458419919,265.22016563422676,0.832000017,5600.147597144858
1982-03-05,338.01379440501955,190.55499678205734,265.3425109120932,0.829999983,5591.348665759531
1982-03-06,337.5889933635651,187.99387071551453,265.62858721096245,1.065000057,5584.898271581886
1982-03-07,336.95290553820826,184.25726614848014,265.63281507284523,1.217000008,5583.302435198362
1982-03-08,336.8015858411542,182.30832035693686,265.63946281679523,1.177999973,5585.680311644224
1982-03-09,336.25830426557013,184.10436209971488,265.59967527805946,1.422999978,5593.309116763089
1982-03-10,335.4315534635453,184.31855395200967,266.15021409433507,1.682000041,5604.843823233496
1982-03-11,334.09082778125776,185.25212017141615,267.30360833606005,1.478000045,5612.367423530644
1982-03-12,332.3556768007322,185.924349787143,267.93924273983527,1.195000052,5611.537925777817
1982-03-13,331.4377602827582,185.88180007566856,268.1778431600706,1.093000054,5602.8561098822265
1982-03-14,331.59515700123285,186.55822653828056,268.8864154204413,0.933000028,5591.593928308099
1982-03-15,331.2948735748415,182.0604723068179,269.35355502236877,0.416999996,5575.237740170325
1982-03-16,331.02817921961383,180.60312260848238,269.2895289870027,0.112999998,5549.960559785901
1982-03-17,329.8620750904491,181.59887815925907,269.4026037850953,0.112000003,5526.707921959307
1982-03-18,328.461882731727,179.9807443523432,268.98163288591843,0.238000005,5506.431618190927
1982-03-19,328.3719757431521,178.7244596229616,268.79005823319505,0.312000006,5487.751041397935
1982-03-20,327.7182468057556,177.98888683820263,269.03674702558544,0.221000001,5470.248298463567
1982-03-21,328.048791072221,173.5981190673724,269.19971040750755,0.282999992,5457.827099432096
1982-03-22,328.3519468247583,174.05132279533092,269.5270249152839,0.289000005,5456.773896497154
1982-03-23,327.87881121529006,169.17163738473286,269.6120215901403,0.284999996,5464.542829657181
1982-03-24,327.8050465218122,169.20220033607808,269.41431784328415,0.375,5472.255171533734
1982-03-25,327.2512974793371,168.96952538416576,268.8289320409059,0.722000003,5472.678307858661
1982-03-26,327.42076707628894,170.2575833467632,268.5164784923565,0.832000017,5467.876602606202
1982-03-27,327.08187898579047,173.2128929993193,268.1998698785647,0.550999999,5457.001473765975
1982-03-28,326.44974361663765,170.9236540177691,268.3599607780397,0.433999985,5443.151646945183
1982-03-29,326.73630263972746,171.22905192424122,268.88162157740146,0.448000014,5435.512179720039
1982-03-30,326.2086594122774,168.06748985480982,269.34129598127095,0.268000007,5432.503563576554
1982-03-31,325.65322882645063,169.34638001519704,269.31962046314675,0.229000002,5433.686381515341
1982-04-01,325.59180020760436,166.80431761166983,269.20960719301115,0.192000002,5447.016877335031
1982-04-02,325.2585199260528,164.65305127156577,269.14232670173857,0.050999999,5468.953079314033
1982-04-03,325.23877441520744,164.36748254945297,268.6668411674327,-0.142000005,5496.746211549917
1982-04-04,325.7074625193473,161.1562769324241,268.6287985946863,-0.393000007,5521.257141273241
1982-04-05,326.1417295202609,160.9015103811637,268.7878036592096,-0.666999996,5524.545190747262
1982-04-06,326.99598780627167,159.4585872379227,269.30672988620006,-0.981999993,5507.800185675736
1982-04-07,329.2028334597775,160.41830630918892,269.8059119354825,-1.398000002,5495.121717990749
1982-04-08,331.09776748084806,159.70371441521522,270.53952493372583,-1.608999968,5506.4173796088935
1982-04-09,331.2748202023986,157.58783687298757,271.13062319743733,-1.411000013,5536.924267199504
1982-04-10,329.67977420132615,162.86456443399192,271.1378147771056,-0.81099999,5571.133846406756
1982-04-11,326.71565654781205,164.3474416569218,271.76505129586934,-0.108000003,5598.333750657798
1982-04-12,323.8869678427442,164.2375941497853,272.1809953838329,0.263000011,5621.220991402608
1982-04-13,323.789240964163,162.86461879366865,272.18447802882594,0.538999975,5641.598878408683
1982-04-14,325.2395078471051,150.1189645197202,272.2395323279442,0.640999973,5651.179503117963
1982-04-15,324.9584127371302,149.78436575110229,272.209447300882,0.338999987,5648.834006876694
1982-04-16,323.7719679444757,151.95605062301212,272.0778024153868,0.026000001,5635.494217039972
1982-04-17,323.4900118402212,150.30256022452056,272.2695709800996,-0.101000004,5616.545761607975
1982-04-18,323.8276113057058,148.6738200521221,272.5644461776906,0.017000001,5601.0286526684395
1982-04-19,323.1819006950508,147.29528672046794,272.1018962249215,0.033,5588.9397161052075
1982-04-20,322.83110828814256,148.47082465816115,271.8939959021184,0.568000019,5575.221603537893
1982-04-21,323.07144792939164,148.86909687457864,272.20146979507837,0.823000014,5561.525749025903
1982-04-22,321.7725915841504,151.19357791518087,273.1989449428749,1.205000043,5546.926755893706
1982-04-23,321.2541064525664,151.61867770730274,273.9645455105732,1.363000035,5535.391114553409
1982-04-24,321.86535652647365,146.0567958356337,274.2701884887792,1.156000018,5529.237308978797
1982-04-25,322.1414024546684,144.9430628740882,273.88996419144587,0.749000013,5522.65988708053
1982-04-26,321.8242629430298,148.3519549970994,273.6778892678967,0.85799998,5522.262819357548
1982-04-27,320.65907625434403,147.28556420175124,273.88072499018847,1.144999981,5532.31737949074
1982-04-28,319.412829596154,151.40548000346513,274.00052763404744,0.819999993,5538.457121263444
1982-04-29,318.0374816191905,149.74666225792487,274.2864789196169,0.755999982,5534.937631918156
1982-04-30,317.881444103439,143.85230149704614,274.14342981705823,0.801999986,5520.958860460216
1982-05-01,317.9267427276852,144.54195516800576,275.1789165940854,0.560000002,5498.545489701455
1982-05-02,317.4960526603654,141.51148962024695,275.63842036329453,0.236000001,5478.905366337342
1982-05-03,317.1431959126731,141.21423125065002,275.860312520762,0.052999999,5469.142085105254
1982-05-04,317.9992659848083,136.18669058026686,276.1207502613883,-0.034000002,5467.446396995099
1982-05-05,317.51632704453084,136.06587131682164,275.90957753591306,-0.127000004,5466.0492360392345
1982-05-06,316.13337722575824,140.64721155361744,275.9763989225918,-0.103,5464.826147424674
1982-05-07,314.7329950028188,139.88511496082685,276.4184042184454,0.013,5469.047616728934
1982-05-08,313.879892756339,140.55777204604752,276.4996638905621,-0.144999996,5480.105989105172
1982-05-09,314.02358700580646,141.33568374691703,276.83051436789657,-0.601000011,5491.861860087379
1982-05-10,313.96636330068816,139.10741521177604,276.95684563919906,-0.887000024,5495.790445257064
1982-05-11,314.9663324334183,138.47640875006428,276.9784717126734,-0.824000001,5486.323797327537
1982-05-12,315.0680511330786,134.97868489710862,277.2915236677355,-0.518999994,5467.969222717608
1982-05-13,314.8062723935216,133.35931160182582,277.4614043642549,-0.277999997,5452.8743610138345
1982-05-14,315.2200050654318,134.8715710295313,277.92822535583355,-0.166999996,5445.793907727293
1982-05-15,315.52982467339484,132.1919997008564,278.2319215066659,-0.100000001,5445.813417509476
1982-05-16,314.8290963634181,129.47435506370587,278.0238611886607,-0.112999998,5449.150494641826
1982-05-17,313.3740557084892,130.63001910216525,277.9335872307987,-0.284000009,5453.212791719459
1982-05-18,311.7621581085373,125.01376893097321,278.25016729715605,-0.386000007,5455.947994103406
1982-05-19,310.13010513220036,126.11463038533142,278.32347421326966,-0.432999998,5456.010861932354
1982-05-20,309.16418325074557,122.57329089317986,278.1684644637135,-0.273000002,5453.676437831423
1982-05-21,308.8375146756988,120.43785724413267,278.6101431691279,-0.131999999,5453.205732073351
1982-05-22,308.78415078457215,121.17970612562227,279.17344956545713,-0.123000003,5452.6435692760515
1982-05-23,308.7662057965862,118.97848627708083,279.48945439338985,-0.044,5446.877450728665
1982-05-24,307.63244364115656,123.17090800336506,279.3614260451531,0.009,5442.710131807377
1982-05-25,306.31078762925443,120.9274552849503,279.72329061993634,0.082000002,5440.340406775894
1982-05-26,306.58726587880153,117.35289628738451,279.88521967822794,-0.064000003,5433.471603743601
1982-05-27,306.46397922544986,117.23813497062685,279.90976791549195,-0.275999993,5424.156695139352
1982-05-28,305.1527838671378,115.51762253276972,279.92564821737125,-0.172999993,5409.268439129952
1982-05-29,303.7314674629046,116.29489924294752,279.82485267663714,0.033,5385.1912726534265
1982-05-30,301.41295957746195,117.25688013140504,279.87076254136025,0.123999998,5361.536184604449
1982-05-31,297.4231492292249,117.906645585374,279.76585714586844,0.259000003,5344.510626915642
1982-06-01,296.33070169707054,118.21524806262546,279.9366088240513,0.342000008,5334.88244926124
1982-06-02,297.33765962634845,116.8755304951356,280.05420493709573,0.287999988,5335.760806301525
1982-06-03,298.82476328948553,109.60311032401738,280.13511395710765,0.423000008,5346.952483790447
1982-06-04,300.44363769821973,109.67025330194183,280.75278938882326,0.546999991,5361.456178770843
1982-06-05,300.7184107361062,108.31901872842732,281.3167799725926,0.171000004,5370.53414982931
1982-06-06,301.45899181061617,106.36972238205678,281.1912488152934,-0.634000003,5368.356831652063
1982-06-07,302.3069282565823,106.3006654829172,281.1017590068253,-1.118999958,5354.352667368363
1982-06-08,303.35516435769443,104.8907888318402,281.20412555822,-1.282999992,5337.585287081416
1982-06-09,304.21193439640746,104.20940604853674,281.2891396758205,-1.661999941,5325.721508539712
1982-06-10,303.74459818539685,105.35168427923898,281.5269712120277,-1.906999946,5315.279817323311
1982-06-11,303.9126867914582,100.6017020207913,281.76692139386455,-2.04399991,5311.680597507804
1982-06-12,304.41404822734853,100.83461925389963,282.0962998309029,-1.886000037,5321.583132016745
1982-06-13,303.48714174045824,97.690477665869,282.347234821012,-1.730000019,5337.165034181122
1982-06-14,302.6532486312809,97.40194016249839,282.19004060959645,-1.646999955,5353.515937500482
1982-06-15,302.0004504686199,97.66098395509584,282.1611547679531,-1.45599997,5362.160324246541
1982-06-16,300.3928531260048,97.71041066579664,282.21898549916244,-1.289999962,5361.525167553942
1982-06-17,297.1017269223127,96.84694022002338,282.1787754734836,-1.256999969,5361.154245240644
1982-06-18,295.1961756258399,97.00110504220117,282.17755344143393,-1.245000005,5362.6344464581325
1982-06-19,295.4332738752079,93.88650920668286,282.1969993371912,-1.271999955,5361.1139632285285
1982-06-20,296.11378172501935,93.95838481722407,282.3894464115765,-1.361999989,5354.025873677025
1982-06-21,296.44087695000053,91.77354848119033,282.75188603528164,-1.212000012,5337.801136322798
1982-06-22,296.10493743886957,91.23769794972398,282.9465444092057,-0.842000008,5314.534211671642
1982-06-23,295.4184625618965,91.54061933742304,282.88732062886606,-0.660000026,5290.773722706754
1982-06-24,294.8238226369318,91.6005850871996,282.9749778174041,-0.57099998,5273.671119799479
1982-06-25,295.4398743113708,90.97331053238013,283.0434402707213,-0.472000003,5259.078204959234
1982-06-26,295.4547292873973,89.29631718864802,283.3616431283674,-0.186000004,5240.108353681333
1982-06-27,294.6905810541879,89.32781963827537,283.84014336685425,-0.134000003,5228.2739585168165
1982-06-28,294.44423225531244,89.14227412461034,284.09655066674287,-0.437000006,5231.404326804577
1982-06-29,295.5671027734614,86.20431312150737,284.0663447972585,-0.572000027,5236.56933332812
1982-06-30,295.45079910861455,86.09587843180725,284.0089160687542,-0.600000024,5237.276487469153
1982-07-01,294.23283744582847,86.14111478751929,284.32409411799534,-0.824999988,5236.590861794823
1982-07-02,294.0569395628675,86.17791221430139,284.6099889340941,-0.777999997,5247.268316119575
1982-07-03,294.2010160913738,81.69749357472121,284.8102239833982,-0.39199999,5256.224659376138
1982-07-04,293.9584236265331,81.3232425566549,284.69164781262776,-0.270000011,5246.995758224921
1982-07-05,292.48881819095084,85.50171686226334,284.77655904868163,-0.199000001,5236.825952221085
1982-07-06,291.3355872301739,85.38349267511312,284.82166805585,0.018999999,5233.060462382635
1982-07-07,292.00347890489695,82.43112006208054,285.0081929218556,0.430999994,5233.282288028307
1982-07-08,293.0144835871083,82.29611826326509,284.97243790720825,0.632000029,5231.832682059641
